ID,avgX,avgY,avgSDX,avgSDY,avgV,avgA,avgSDV,avgSDA,avgP,maxV,maxA,maxP,pen_down,pen_up,pen_ratio,sign_width,sign_height,width_height_ratio,total_sign_duration,range_pressure,range_velocity,range_acceleration,F
1,5016.742574257426,4391.009900990099,4146832.0921386136,1217372.0295643564,36772.422316831675,1550160.3780693067,356389936.6854653,2639320095861.034,637.1782178217821,103144.558,12851162.652,930.0,95.0,6.0,15.833333333333334,6578.0,3707.0,1.774480712166172,1543.0,915.0,103144.558,12851162.652,0
1,6034.530973451328,4246.265486725663,5714301.222495573,1698428.69061062,44020.389893805295,2098630.5572743365,678209543.0842037,2684104048425.2246,717.5044247787611,103469.995,7641644.313999999,1023.0,107.0,6.0,17.833333333333332,7481.0,4420.0,1.6925339366515837,1952.0,828.0,103469.995,7641644.313999999,0
1,6036.2991452991455,4277.65811965812,4946370.876350426,1771835.5925384618,41143.59964957264,1976671.0304102558,659904483.5224185,4536531486367.275,706.025641025641,128818.01800000001,15783091.672,1020.0,111.0,6.0,18.5,6749.0,4356.0,1.5493572084481175,1782.0,970.0,128818.01800000001,15783091.672,0
1,5789.216666666666,4223.291666666667,5330011.069783332,1795563.0231666693,41930.313175,1878408.9489833326,590962340.6868666,3511054022740.8433,663.6666666666666,116622.758,14325872.535999998,983.0,114.0,6.0,19.0,7193.0,4995.0,1.44004004004004,1863.0,849.0,116622.758,14325872.535999998,0
1,5904.966101694915,4204.118644067797,6596757.155194912,1726723.9147966092,44345.59048305086,6750732.06944068,1530783239.5123649,2126943170031260.8,729.2966101694915,386068.059,501665225.14699996,976.0,112.0,6.0,18.666666666666668,7704.0,4718.0,1.6328952946163628,1933.0,729.0,386068.059,501665225.14699996,0
1,5780.1578947368425,4326.082706766917,5086974.193090222,1086456.0758796996,30203.943406015045,1281017.1383007516,297464879.8044885,1780358654917.7905,278.76691729323306,81573.365,8531446.795,494.0,127.0,6.0,21.166666666666668,6352.0,3566.0,1.7812675266404936,1893.0,458.0,81573.365,8531446.795,1
1,5207.477272727273,4731.371212121212,3260475.1586060603,1052147.3546287874,30323.092045454556,1232434.167628787,296876307.0693258,1306718866337.7898,325.72727272727275,80865.59,7529473.024,548.0,126.0,6.0,21.0,5680.0,3455.0,1.6439942112879884,1952.0,526.0,80865.59,7529473.024,1
1,5152.830645161291,4314.290322580645,3532121.527758064,1191499.0609112894,32948.79102419355,1330464.3662338709,272514385.17401624,1747687465297.295,242.8709677419355,69139.685,6845408.991,514.0,118.0,6.0,19.666666666666668,5157.0,3671.0,1.4047943339689457,1903.0,502.0,69139.685,6845408.991,1
1,5533.805970149254,4485.559701492537,4142006.4996567173,1274712.0523805975,34327.89508208958,1451086.181231343,309665229.86141795,2542574938732.3325,327.04477611940297,67269.302,12523328.86,474.0,128.0,6.0,21.333333333333332,5462.0,3869.0,1.4117342982682863,2063.0,449.0,67269.302,12523328.86,1
1,5694.654676258992,5298.0,3227919.808798562,1391639.9856115107,36463.241035971216,1556626.7500647483,423592654.1094818,2233087221800.196,448.57553956834533,85367.70800000001,8748505.633,724.0,133.0,6.0,22.166666666666668,6254.0,4326.0,1.4456773000462322,1963.0,677.0,85367.70800000001,8748505.633,1
1,5268.580645161291,5470.080645161291,2499244.1628387095,1373633.0257580641,33786.72744354839,1469359.8962499998,391605797.9269838,2224320166140.454,532.3467741935484,82061.297,7639488.142999999,869.0,118.0,6.0,19.666666666666668,5636.0,3892.0,1.448098663926002,1922.0,833.0,82061.297,7639488.142999999,1
1,4903.946153846154,5393.430769230769,3488618.774015384,1252273.7681999991,33962.13025384617,1410917.714553846,386624118.4896231,1829520597722.5977,501.0923076923077,82700.365,8063106.3379999995,774.0,124.0,6.0,20.666666666666668,6064.0,4062.0,1.4928606597735106,1753.0,773.0,82700.365,8063106.3379999995,1
1,5622.731343283582,5374.768656716418,4697940.733768659,1576054.237537313,37322.60076119403,1663659.5711044772,460112797.93121636,2262056833481.2275,472.92537313432837,86330.94699999999,8592925.651,702.0,128.0,6.0,21.333333333333332,7142.0,4177.0,1.7098395977974623,1832.0,556.0,86330.94699999999,8592925.651,1
1,6014.354545454546,5357.027272727273,2074871.5743090913,764488.8083181817,27141.140827272728,1174166.2822000005,291709276.1967909,1404595997400.5173,545.6909090909091,76811.933,6942884.715,757.0,104.0,6.0,17.333333333333332,4678.0,3007.0,1.555703358829398,1482.0,733.0,76811.933,6942884.715,1
1,5823.765217391305,5207.478260869565,3065050.6307478272,1177859.8843217392,34793.01459130436,4028364.7948434795,725622105.5533131,612060504922244.8,562.295652173913,228095.539,266398061.95700002,763.0,109.0,6.0,18.166666666666668,5385.0,3924.0,1.3723241590214068,1613.0,724.0,228095.539,266398061.95700002,1
1,5858.7844827586205,5342.620689655172,3036362.73812931,1011777.2533620691,32319.57637931036,2860723.190681035,394756065.42107755,203631732019497.47,531.9655172413793,140507.823,154373493.087,702.0,110.0,6.0,18.333333333333332,5335.0,3370.0,1.583086053412463,1683.0,663.0,140507.823,154373493.087,1
1,5613.058823529412,4748.529411764706,2423122.811638656,1077677.4088235307,33992.1279327731,1510554.008420168,381376758.19710094,2506166747330.238,583.5714285714286,106740.93699999999,11391509.45,730.0,113.0,6.0,18.833333333333332,5433.0,3513.0,1.546541417591802,1602.0,523.0,106740.93699999999,11391509.45,1
1,5598.354838709677,5045.580645161291,4528897.228887097,1720057.6628602147,48861.97636021503,3871785.218940861,1170197943.6845212,10070135012062.9,537.7258064516129,144974.568,21239716.385,867.0,180.0,6.0,30.0,6734.0,4306.0,1.5638643752902925,3475.0,857.0,144974.568,21239716.385,1
1,6021.587912087912,5152.428571428572,5345160.75874176,1568753.7284835174,50816.66242857142,3610847.1141263717,1175707005.3234127,10861527612154.33,656.934065934066,135998.811,27375875.978,997.0,176.0,6.0,29.333333333333332,7697.0,4039.0,1.9056697202277793,3124.0,958.0,135998.811,27375875.978,1
1,6502.55497382199,5380.324607329843,4272518.989465969,1863629.6179005236,50282.6175602094,8657524.273303665,1785247537.7944813,4737628377901660.0,622.4240837696335,452478.591,950973675.532,893.0,185.0,6.0,30.833333333333332,7283.0,4492.0,1.621326803205699,3004.0,828.0,452478.591,950973675.532,1
1,5758.711627906977,4740.739534883721,3901653.814534884,1208612.8065534881,35778.297897674434,2291142.723297674,598960526.2044046,4687939464876.37,653.5302325581396,98048.415,13781063.295999998,1015.0,209.0,6.0,34.833333333333336,6121.0,3545.0,1.726657263751763,3245.0,967.0,98048.415,13781063.295999998,1
1,4983.018292682927,4582.512195121952,2596347.4312743903,901467.993615853,29723.28391463415,2869116.0677195126,360801306.12841445,294129542153163.5,322.8841463414634,133999.86,219937088.82599998,540.0,159.0,5.0,31.8,4896.0,3339.0,1.4663072776280324,2394.0,534.0,133999.86,219937088.82599998,1
1,5371.60625,4846.025,2879508.1390187535,807473.4370000033,28289.34280625001,4009870.277031248,602700214.3221749,1025088949214081.8,405.90625,271023.123,405126495.438,617.0,155.0,5.0,31.0,5037.0,3413.0,1.475827717550542,2163.0,575.0,271023.123,405126495.438,1
1,5493.005524861878,5877.53591160221,1944398.9115524865,861657.1437237561,26656.476530386735,1385788.3897458564,278289224.717221,1878567998509.2449,523.0165745856353,68852.738,11321439.525,867.0,175.0,6.0,29.166666666666668,4760.0,3262.0,1.4592274678111588,2443.0,845.0,68852.738,11321439.525,1
1,5554.039325842697,6208.241573033708,2914912.891702248,889150.6438707857,28311.29614044944,1482556.3289887642,315876714.590955,2248650002489.777,498.29213483146066,95828.612,13672928.61,803.0,172.0,6.0,28.666666666666668,5470.0,3295.0,1.660091047040971,2413.0,749.0,95828.612,13672928.61,1
2,5934.128,4797.272,3059483.599232,503905.2700320002,21008.086935999996,1706787.050968001,140924637.73147202,82723373736348.0,661.584,74112.23700000001,102348999.297,906.0,122.0,3.0,40.666666666666664,6299.0,2837.0,2.2203031371166726,1381.0,720.0,74112.23700000001,102348999.297,0
2,5564.387096774193,4550.0,4013905.26175,464696.9695403226,23027.05133870968,1895974.8097096782,226519426.86931434,101570819210770.02,680.2258064516129,126064.954,112556207.829,951.0,121.0,3.0,40.333333333333336,7120.0,2726.0,2.611885546588408,1381.0,815.0,126064.954,112556207.829,0
2,6351.626016260163,4587.1869918699185,5614049.189552845,578278.954520325,29082.455341463414,4793824.073552846,563677096.230146,843378946808859.8,702.2439024390244,225340.857,296335086.3,980.0,120.0,3.0,40.0,8435.0,3458.0,2.4392712550607287,1452.0,773.0,225340.857,296335086.3,0
2,6346.026086956522,5208.678260869565,5684456.635339132,545206.3444695659,25759.069895652163,1283685.0337478262,174121403.24310443,6117185483998.812,680.3217391304348,71560.821,23023416.415999997,950.0,112.0,3.0,37.333333333333336,8260.0,3327.0,2.482717162608957,1342.0,916.0,71560.821,23023416.415999997,0
2,5675.516393442623,4968.770491803279,5097492.184155736,513209.32436885237,26254.316573770488,2737992.17545082,297358682.9533034,336992044506683.75,677.6639344262295,149201.61800000002,203851993.104,897.0,119.0,3.0,39.666666666666664,8326.0,3138.0,2.6532823454429573,1422.0,841.0,149201.61800000002,203851993.104,0
2,5745.059322033899,4529.983050847458,3526600.1129322033,574033.800101695,22743.629694915257,2419832.697762712,354348724.6251016,244222971540698.62,681.7966101694915,185403.39800000002,170170710.42,974.0,115.0,3.0,38.333333333333336,6702.0,3096.0,2.1647286821705425,1311.0,973.0,185403.39800000002,170170710.42,0
2,6339.504132231405,4860.884297520661,5163641.776727273,581316.7100247941,24657.7823553719,2491305.946752068,404761118.84267765,245654166356463.8,715.4876033057851,187447.539,172831203.58,900.0,118.0,3.0,39.333333333333336,8482.0,3233.0,2.623569440148469,1372.0,852.0,187447.539,172831203.58,0
2,6257.75,5083.887096774193,5236509.514258063,478976.4300725805,25487.17703225806,2242916.170733871,262998654.94951612,176236420583693.78,682.233870967742,151274.336,148352702.49,906.0,121.0,3.0,40.333333333333336,8060.0,2934.0,2.747102931152011,1422.0,746.0,151274.336,148352702.49,0
2,6354.440677966101,4731.9152542372885,4909812.19561017,586610.7894152543,23663.836050847458,920290.2081101699,153744081.22531354,954973770273.627,723.2796610169491,73921.767,8728209.693,943.0,115.0,3.0,38.333333333333336,7935.0,3133.0,2.5327162464091924,1352.0,760.0,73921.767,8728209.693,0
2,6164.033898305085,4788.440677966101,4732721.846338981,785365.2126186439,24636.894881355922,932702.5265932203,150962657.48530513,632341447047.2892,701.3898305084746,62303.742999999995,5472662.71,932.0,115.0,3.0,38.333333333333336,7664.0,3413.0,2.2455317902138883,1321.0,741.0,62303.742999999995,5472662.71,0
2,5808.384615384615,4995.1,5997561.482807692,734177.474615384,28904.934007692304,1031790.2409384615,186511613.5534461,1300822940305.7397,695.6384615384616,64852.183,8606851.372000001,1012.0,127.0,3.0,42.333333333333336,8244.0,3386.0,2.4347312463083286,1511.0,870.0,64852.183,8606851.372000001,0
2,6162.541984732825,4423.885496183206,5962480.889442749,653707.3991145038,27889.25105343512,4041664.0525801536,647027009.4197631,1048071489972933.6,637.9312977099237,276192.439,371248764.734,863.0,128.0,3.0,42.666666666666664,8721.0,3158.0,2.761557948068398,1502.0,796.0,276192.439,371248764.734,0
2,6049.074626865671,4709.559701492537,4811966.313238807,528258.2266567163,23849.204619402975,1575841.3044925372,198626218.21955973,54467666540050.984,497.24626865671644,72427.785,85706898.24,802.0,131.0,3.0,43.666666666666664,8196.0,2977.0,2.75310715485388,1472.0,754.0,72427.785,85706898.24,0
2,6393.390243902439,4194.487804878048,4916803.153357724,554100.043902439,25902.31331707317,2854702.3702357723,465044662.2790975,381973285492778.8,582.5040650406504,219950.84699999998,217203620.682,840.0,120.0,3.0,40.0,8108.0,3164.0,2.5625790139064475,1382.0,737.0,219950.84699999998,217203620.682,0
2,6496.375,4190.21875,3684634.491765624,508459.35267187597,21997.693757812503,1167383.1604296872,155184380.10946876,17025307414920.295,657.7421875,64831.715,46321737.356000006,923.0,125.0,3.0,41.666666666666664,7027.0,2851.0,2.4647492108032267,1412.0,787.0,64831.715,46321737.356000006,0
2,5916.604838709677,4146.185483870968,4593338.642209677,517031.1966290326,23646.027709677423,1478491.5019354841,171181871.74037105,31235751173457.332,637.3870967741935,58017.774000000005,62235252.0,851.0,121.0,3.0,40.333333333333336,7960.0,2992.0,2.660427807486631,1422.0,734.0,58017.774000000005,62235252.0,0
2,6337.748031496063,4463.881889763779,4786479.810464568,507306.0411417323,23820.882236220466,890132.1359999996,151619324.26537004,1286386771065.2388,555.7637795275591,59021.471,7639831.859,754.0,124.0,3.0,41.333333333333336,7705.0,2864.0,2.6902932960893855,1421.0,715.0,59021.471,7639831.859,0
2,6841.062015503876,4785.403100775194,5106449.670589148,426993.85305426334,24705.409899224807,3866083.550961238,582858994.8092717,972454407198836.0,592.5116279069767,256513.306,355029638.46,760.0,126.0,3.0,42.0,8158.0,2969.0,2.7477265072414956,1462.0,657.0,256513.306,355029638.46,0
2,6513.487804878048,4035.9349593495936,4940317.7782845525,640295.3616097562,25656.142601626012,980955.2820569107,178944905.41932517,896400582344.4753,661.040650406504,63829.920999999995,7729722.0,905.0,120.0,3.0,40.0,8181.0,3279.0,2.494967978042086,1430.0,816.0,63829.920999999995,7729722.0,0
2,6398.430769230769,4204.2692307692305,4004120.445146154,599657.7198000002,23185.072084615396,982548.1048769224,168482577.0378922,738645660885.0234,585.5923076923077,60020.83,6396238.762,733.0,127.0,3.0,42.333333333333336,7503.0,2960.0,2.534797297297297,1502.0,643.0,60020.83,6396238.762,0
2,5566.689655172414,4455.390804597701,3696383.152591954,430793.5275689656,17322.93417816092,1000457.9775919543,74522808.3984196,28602463461561.387,440.7701149425287,47823.757000000005,70725454.896,649.0,172.0,2.0,86.0,6331.0,2361.0,2.681490893689115,1812.0,596.0,47823.757000000005,70725454.896,1
2,5654.598765432099,3765.5,3575835.833425919,490953.774623457,16363.277518518518,819598.9375617283,72652796.19737035,9304622320545.113,506.69135802469134,42625.878,38593433.215,724.0,159.0,3.0,53.0,5941.0,2462.0,2.4130787977254267,1811.0,675.0,42625.878,38593433.215,1
2,5377.857142857143,4052.714285714286,4055083.6424742867,572877.6097371443,18966.42874857143,649388.1255771432,85432460.32167433,249797944181.27344,479.4342857142857,39600.568,2908433.58,687.0,173.0,2.0,86.5,6469.0,2715.0,2.3826887661141805,1931.0,682.0,39600.568,2908433.58,1
2,5499.886904761905,4161.833333333333,4672006.219369049,702684.4720952394,21049.398928571427,694438.5505000001,96383585.8172262,321237352456.5959,444.0892857142857,48038.195999999996,4919247.911,662.0,166.0,2.0,83.0,7091.0,3085.0,2.298541329011345,1831.0,659.0,48038.195999999996,4919247.911,1
2,5921.7171052631575,5465.493421052632,6313509.545105259,876623.5387828952,24001.476447368423,1867428.9459934211,230901732.58974347,139073735107658.03,649.6973684210526,134994.342,145276869.019,908.0,149.0,3.0,49.666666666666664,8134.0,3997.0,2.0350262697022767,1691.0,827.0,134994.342,145276869.019,1
2,6272.026315789473,4755.625,7010034.880223685,1052802.30225658,26044.670361842112,1012177.2649013161,155439076.36492765,2450978203111.5864,663.5065789473684,60902.670999999995,17361119.399,945.0,149.0,3.0,49.666666666666664,8585.0,4454.0,1.9274809160305344,1703.0,845.0,60902.670999999995,17361119.399,1
2,6528.2091503267975,4771.359477124183,6243835.414549022,1229659.4905359475,24566.231816993473,2077574.4171307196,234489816.8048692,193914913047541.72,622.7320261437909,135594.291,172727821.32799998,906.0,150.0,3.0,50.0,8023.0,4379.0,1.8321534596939941,1712.0,857.0,135594.291,172727821.32799998,1
2,6303.911564625851,4199.8707482993195,5555013.665619046,1201576.7919183676,28365.988455782313,6804040.3775578225,1740476259.5772655,3740176378773142.5,678.8503401360545,500174.331,740058297.998,935.0,144.0,3.0,48.0,7834.0,4759.0,1.6461441479302374,1642.0,908.0,500174.331,740058297.998,1
2,5875.704225352113,4830.042253521126,4756145.1591056315,518506.1259999998,23452.240176056333,1509929.8951056334,129705610.0351338,41897078195594.59,567.8943661971831,63890.369000000006,77136377.364,827.0,138.0,4.0,34.5,7387.0,3005.0,2.4582362728785356,1772.0,826.0,63890.369000000006,77136377.364,1
2,6639.881578947368,5018.901315789473,4315558.606552629,444049.365269737,22656.02574342105,1529998.6197236844,97280909.42017104,39015592770861.2,587.1513157894736,61473.0,77027661.915,821.0,148.0,4.0,37.0,6946.0,2791.0,2.488713722680043,1983.0,768.0,61473.0,77027661.915,1
2,6492.527777777777,4819.402777777777,4105267.0409305478,494851.171097223,22808.07273611112,836509.6090069446,94610271.24355559,702228315645.1105,596.0972222222222,54184.507000000005,6067809.279,852.0,140.0,4.0,35.0,7155.0,2960.0,2.41722972972973,1793.0,737.0,54184.507000000005,6067809.279,1
2,6401.448275862069,4928.9655172413795,4074948.0930482782,562561.0554000003,22638.527165517244,1933269.68597931,161296657.82968968,131276556474436.19,593.7931034482758,115982.155,138040423.188,797.0,141.0,4.0,35.25,7013.0,2994.0,2.3423513694054776,1812.0,627.0,115982.155,138040423.188,1
2,7576.892241379311,3427.4310344827586,2898992.9505344816,562201.3664137935,30553.929793103453,6982856.071586212,1558262775.2668228,5113664541584398.0,665.2543103448276,528158.927,1085969553.0,906.0,229.0,3.0,76.33333333333333,7106.0,3184.0,2.23178391959799,2932.0,776.0,528158.927,1085969553.0,1
2,6443.915841584158,3722.9455445544554,3450742.275089108,686282.8435544553,28503.02804950496,1433688.9543960385,324201410.5276831,1802161115738.9316,658.460396039604,90287.371,10616779.559,891.0,200.0,2.0,100.0,7991.0,3401.0,2.34960305792414,2532.0,861.0,90287.371,10616779.559,1
2,6321.449152542373,2979.9576271186443,3540394.798262711,428746.06598728854,27256.66030084746,1646878.8461567792,352198963.4921441,2444285647732.101,663.9322033898305,80803.007,13708411.97,866.0,233.0,3.0,77.66666666666667,7518.0,2712.0,2.77212389380531,3112.0,679.0,80803.007,13708411.97,1
2,6575.981395348837,3480.9767441860463,3048869.6740883724,760494.7296837213,28524.648204651166,1722919.1509348832,405429836.74477667,3529551920300.924,675.2744186046511,96179.273,19269924.605,908.0,212.0,3.0,70.66666666666667,7682.0,3820.0,2.0109947643979056,2621.0,907.0,96179.273,19269924.605,1
2,5785.395480225989,4351.570621468926,4437235.764531074,444259.08115254214,20883.7311299435,3164599.425412428,304819383.0427004,883090503130308.5,334.9491525423729,214172.103,395325867.9,568.0,174.0,3.0,58.0,6778.0,2501.0,2.7101159536185526,2073.0,553.0,214172.103,395325867.9,1
2,5625.859649122807,4385.894736842105,4300029.430614034,440096.6205204683,21122.56697660819,2998599.28160234,276217466.2563802,752316335060753.5,389.63157894736844,195755.348,358985773.84800005,620.0,168.0,3.0,56.0,6754.0,2358.0,2.8642917726887194,1983.0,598.0,195755.348,358985773.84800005,1
2,6163.318181818182,5170.968181818182,5650974.262504544,1017942.5216999991,26364.84989090909,4087908.7492045476,514747229.7385452,1761845050537460.2,697.8954545454545,278650.435,622106809.159,1006.0,218.0,2.0,109.0,8133.0,3837.0,2.119624706802189,2453.0,945.0,278650.435,622106809.159,1
2,5468.785046728972,5270.696261682243,4631866.271574766,706748.2862429909,23401.412537383178,6299537.558644856,604939645.3719435,2730706809372548.0,705.9392523364486,282077.74199999997,611482036.641,941.0,212.0,2.0,106.0,7344.0,3099.0,2.3697967086156826,2373.0,764.0,282077.74199999997,611482036.641,1
3,5145.495652173913,5248.278260869565,2462759.693469566,1186143.9052434787,25259.570330434788,962261.8455652174,173593025.93395653,1105017239726.8655,620.8521739130434,62856.45,5857747.08,909.0,109.0,6.0,18.166666666666668,5893.0,4062.0,1.4507631708517972,1532.0,875.0,62856.45,5857747.08,0
3,5553.65,5414.258333333333,4108906.4774250006,1819402.0915249996,33482.55605833334,1502416.0360416665,315257733.57364166,2028530241314.1064,686.5833333333334,81623.25099999999,9884095.478,995.0,114.0,6.0,19.0,6814.0,4871.0,1.3988913980702113,1913.0,685.0,81623.25099999999,9884095.478,0
3,5293.024193548387,5120.629032258064,4219120.217137098,1609826.3462741938,32010.75852419354,1277597.6213629036,249169773.5078226,1291411258140.9072,628.741935483871,74274.44099999999,8009926.276000001,845.0,118.0,6.0,19.666666666666668,6915.0,4485.0,1.5418060200668897,1832.0,747.0,74274.44099999999,8009926.276000001,0
3,5943.883333333333,4995.458333333333,5006355.803091669,1581049.898183335,31100.05325,1404966.1736166663,389302995.32069176,1900529310368.3923,677.9583333333334,101784.808,8448335.833999999,911.0,114.0,6.0,19.0,7631.0,4392.0,1.7374772313296905,1782.0,896.0,101784.808,8448335.833999999,0
3,6235.274336283186,5381.513274336283,4052502.553079645,1351435.5950088499,29746.78163716814,1356642.9848318582,287456694.2975309,2668824534106.568,646.2389380530974,81597.407,10661076.408,869.0,107.0,6.0,17.833333333333332,6564.0,3894.0,1.6856702619414483,1742.0,749.0,81597.407,10661076.408,0
3,5702.330357142857,5267.419642857143,4061377.935535714,1354437.457883928,29900.991250000014,5041235.358366071,629931063.3716966,1375530203269954.0,689.8214285714286,244760.10600000003,393933878.208,949.0,106.0,6.0,17.666666666666668,6432.0,4318.0,1.4895785085687818,1752.0,948.0,244760.10600000003,393933878.208,0
3,5979.669230769231,5358.830769230769,4515287.6213076925,1689141.86363846,35350.6667769231,1569898.1512384613,352002617.2716232,1941741360175.498,689.9769230769231,76892.027,7886262.141,942.0,124.0,6.0,20.666666666666668,7580.0,4984.0,1.5208667736757624,2033.0,843.0,76892.027,7886262.141,0
3,5843.884057971014,5485.81884057971,3820233.253905797,1258452.0534275356,31659.07710144927,4921332.3404057985,616582092.1736375,1482560783204703.0,567.4710144927536,253541.633,453587714.97400004,821.0,132.0,6.0,22.0,6623.0,4052.0,1.6345014807502467,2102.0,644.0,253541.633,453587714.97400004,0
3,6173.565891472868,5740.84496124031,3935196.8037906964,1421885.309286822,31018.682658914717,1255069.8532945735,208910333.19813958,1746910144422.6594,619.984496124031,64915.068,8538762.34,833.0,123.0,6.0,20.5,6902.0,4187.0,1.6484356341055648,1902.0,816.0,64915.068,8538762.34,0
3,6206.436507936508,5202.047619047619,3573830.976174604,1410096.410460317,32308.40464285714,1348661.9076746039,281901059.3270238,1267415200485.7903,613.1349206349206,66597.271,4973190.666,797.0,120.0,6.0,20.0,6690.0,4267.0,1.5678462620107805,2023.0,648.0,66597.271,4973190.666,0
3,4927.607692307693,5691.184615384615,3007114.1614615377,994070.4736076924,25936.934930769243,928061.8195846154,143724598.99340764,850142664951.9081,462.66923076923075,56065.662000000004,4719731.005,702.0,124.0,6.0,20.666666666666668,5823.0,3665.0,1.58881309686221,1802.0,690.0,56065.662000000004,4719731.005,0
3,4573.929133858268,5855.787401574803,2395296.133606299,1200976.2146220468,26504.58086614173,1656024.2798110235,181977821.84106302,38144334851428.555,436.7165354330709,72618.0,69120475.06,679.0,121.0,6.0,20.166666666666668,5489.0,4133.0,1.3280909750786354,1862.0,676.0,72618.0,69120475.06,0
3,4857.34074074074,5148.37037037037,2595793.04037037,1032990.2785185179,29234.834533333335,1959910.51234074,199737115.93183708,71894754378337.48,486.6,73240.56599999999,99053464.689,679.0,129.0,6.0,21.5,6047.0,3834.0,1.5772039645279081,1973.0,599.0,73240.56599999999,99053464.689,0
